Series Name,Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
GDP (current US$),Kuwait,37718743480,34889559870,38135788414,47874582232,59439090601,80798630137,1.02E+11,1.15E+11,1.47E+11,1.06E+11,1.15E+11,1.54E+11,1.74E+11,1.74E+11,1.63E+11,1.15E+11,1.09E+11,1.21E+11,1.38E+11,1.36E+11,1.06E+11
GDP (current US$),Kyrgyz Republic,1369688498,1525116370,1605643105,1919008090,2211534585,2460246766,2834168889,3802570553,5139958909,4690061381,4794361863,6197765984,6605142884,7335033801,7468102413,6678177512,6813095379,7702938379,8271106235,9371275264,8270468614
GDP (current US$),Lao PDR,1731198022,1768619058,1758176653,2023324407,2366398120,2735558735,3455031448,4223152219,5446434032,5836138127,7131773633,8750107402,10192848926,11983252627,13279248479,14426381187,15912495369,17071162084,18141651381,18740559554,18981800705
GDP (current US$),Latvia,7958852839,8362398702,9557031605,11771975157,14435700533,17003459863,21570076499,31054350978,35854274229,26410909091,23956163077,27474380566,28169902669,30204783462,31386896487,27263090547,28083597512,30483806018,34429023435,34225547537,34390910339
GDP (current US$),Lebanon,17260364842,17649751244,19152238806,20082918740,21159827992,21497336499,22022709851,24827355015,29118916105,35399582929,38443907042,39927125962,44016799516,46880103081,48095213747,49929337837,51147308774,53027680686,54901519156,51605959131,31712128254
GDP (current US$),Lesotho,887291687.9,825706961.2,775777238.6,1157825435,1511236656,1682343527,1800092564,1682131785,1766902709,1740894965,2234754242,2579409620,2477702216,2367112932,2441063054,2359686725,2131522791,2306185472,2556247292,2361966946,2067813019
GDP (current US$),Liberia,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2791614000,3177198100,3225652000,3227075700,3398419600,3390703400,3422754800,3319596500,3039982500
GDP (current US$),Libya,38270983032,34112079629,20481889764,26265625000,33122307692,47334697612,60094248772,68032985519,86710739536,60808538332,75380800665,48169243832,92540964667,75351117629,57372352562,48717506273,49912085228,67157451661,76686048497,69254143967,46808208746
GDP (current US$),Liechtenstein,2483889858,2491800559,2688618747,3070803051,3454373798,3659319117,4000102086,4601429897,5081479840,4504375348,5082337238,5739706005,5456102482,6391708311,6657526980,6268515276,6237302034,6474308718,6692620692,6436467007,6405870210
GDP (current US$),Lithuania,11524776867,12237388002,14259781159,18781721376,22627507452,26097677572,30183575104,39697891352,47797551588,37388122046,37128694028,43535051482,42927454291,46523420074,48533659592,41435533340,43047309306,47758736932,53751411409,54808531641,56964942999
GDP (current US$),Luxembourg,21230182989,21387533703,23649833332,29667268248,35064843793,37672280120,42910146296,51587401416,58844277702,54467289898,56213985987,61696281326,59776383527,65203276467,68804811898,60071584216,62216885436,65712180343,71000359760,69890505324,73699366700
GDP (current US$),"Macao SAR, China",6774193548,6860272608,7371692774,8246479566,10643253553,12160056122,14874098692,18439981612,21027018333,21587786906,28241798492,36845888757,43189721377,51536595089,54902831794,45048190598,45070808689,50383871121,55190661340,55082293844,25343525936
GDP (current US$),Madagascar,4629247204,5438332602,5351701663,6372498890,5064732626,5859269753,6395712491,8524620890,10725137724,9616879409,9982711338,11551819618,11578975062,12423555455,12522957399,11323020701,11848613858,13176313594,13760033282,14104664679,13051441204
GDP (current US$),Malawi,2537307580,2498008665,5087328438,4669789300,5058726350,5320409651,5818279739,6451210219,7743617352,9009887947,10128323011,11648142958,8773203178,8031571928,8801326169,9219474379,7909868618,8943543677,9880675786,11025371147,12056108778
GDP (current US$),Malaysia,93789736842,92783947368,1.01E+11,1.10E+11,1.25E+11,1.44E+11,1.63E+11,1.94E+11,2.31E+11,2.02E+11,2.55E+11,2.98E+11,3.14E+11,3.23E+11,3.38E+11,3.01E+11,3.01E+11,3.19E+11,3.59E+11,3.65E+11,3.37E+11
GDP (current US$),Maldives,624337145.3,870031676.8,897031250,1052121056,1226829565,1163362434,1575200391,1868383460,2271646188,2345294879,2588176058,2774350238,2886163996,3295009237,3697353037,4129505320,4409942623,4816426260,5404344159,5726094798,3712604580
GDP (current US$),Mali,2961484954,3468337942,3908121307,4714071980,5454249126,6247515888,6905934218,8156468826,9838403101,10231962390,10689168016,12995112690,12442035339,13242690786,14364937124,13104764378,14026048336,15365713048,17070867590,17280250810,17465392764
GDP (current US$),Malta,4069515557,4088368962,4470446352,5448415540,6098092512,6416184236,6778324087,7925371459,9090406750,8696366869,9035824366,9638728635,9461776292,10551030597,11625848975,11091483660,11668015566,13484541926,15404393365,15992378640,15252609039
GDP (current US$),Marshall Islands,115347500,122824000,131738200,131398500,132934600,137666300,142745200,149870000,145969100,150624900,160318500,171567100,179855800,185468000,185172900,182997300,200716000,212701200,219430038.5,231996704.1,240751144.4
GDP (current US$),Mauritania,1779520886,1746063558,1777057481,2051147607,2362501023,2936019526,3919577286,4346212355,5206437194,4714595548,5628878798,6764627746,6728208836,7223071097,6592537782,6166863897,6398747592,6800135898,7473550557,7894764886,8260752385
GDP (current US$),Mauritius,4663321081,4613637275,4841310240,5816559039,6578840419,6488743193,7028810681,8150150209,9990356674,9128843109,10003670690,11518413430,11668696397,12292974141,13074129952,12007291046,12594155464,13713506131,14735695931,14436346980,11408106446
GDP (current US$),Mexico,7.42E+11,7.96E+11,8.11E+11,7.66E+11,8.19E+11,9.18E+11,1.02E+12,1.10E+12,1.16E+12,9.43E+11,1.11E+12,1.23E+12,1.26E+12,1.33E+12,1.36E+12,1.21E+12,1.11E+12,1.19E+12,1.26E+12,1.31E+12,1.12E+12
GDP (current US$),"Micronesia, Fed. Sts.",233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,416000000,408000000
GDP (current US$),Moldova,1288429392,1480673594,1661818168,1980907435,2598249556,2988342907,3408255451,4401173152,6054824248,5439434272,6974982370,8414352020,8709138635,9496717876,9399833207,7798692878,7982450758,9519053158,11253727815,11735774634,11531967881
GDP (current US$),Monaco,2654462665,2673723034,2919647982,3597089751,4043551489,4204652899,4586826513,5875790766,6502942245,5474379252,5367561570,6088689808,5742749294,6555591710,7069353073,6261649891,6465645585,6431271365,7182444410,7383944044,6739645416
GDP (current US$),Mongolia,1136896124,1267997934,1396555720,1595297356,1992066808,2523471601,3414055662,4234999704,5623216608,4583850368,7189481999,10409797378,12292770632,12582122604,12226514668,11619892591,11181350649,11480847741,13178094720,14206359018,13312981429
GDP (current US$),Montenegro,984293043.8,1159869246,1284685051,1707710053,2073234418,2257174481,2721903149,3680711744,4545674528,4159330370,4142983843,4544428421,4087526242,4465772400,4593853291,4054730078,4376930578,4856599481,5506942238,5542054181,4769996866
GDP (current US$),Morocco,43017455402,43831480208,47077192188,58029363354,66114145451,68852658069,75883823301,86947913287,1.02E+11,1.01E+11,1.01E+11,1.10E+11,1.07E+11,1.16E+11,1.19E+11,1.10E+11,1.12E+11,1.19E+11,1.27E+11,1.29E+11,1.21E+11
GDP (current US$),Mozambique,5930685215,5650154067,5950769427,6583526861,7937255565,8868504900,9509835537,10811456006,12920340965,12263894790,11411894724,14619279989,16688114144,17198073057,17978246586,16208985770,12069051237,13264640646,15017358751,15512759175,14235420505
GDP (current US$),Myanmar,8905066164,6477790688,6777632512,10467109978,10567354056,11986972419,14502553710,20182477481,31862554102,36906181381,49540813342,59977326086,59937796642,60269732883,65446196920,59687411769,63216143490,66055090634,67855845007,75072038086,79045695085
GDP (current US$),Namibia,3922232165,3557341215,3349169826,4926439384,6609205995,7248374838,8001779551,8839536476,8607431497,8938847189,11431412421,12523359441,13042053592,12043307277,12435430970,11335161084,10722018732,12895153160,13682018827,12541928103,10583748542
GDP (current US$),Nauru,,,,,,,,,,,47562844.61,65071879.78,101055723,94385014.94,99149244.4,84863440.58,97541943.04,109355638.9,130995566.3,125160115.5,124685688.2
GDP (current US$),Nepal,5494252208,6007055042,6050875807,6330473097,7273938315,8130258415,9043715356,10325618017,12545438605,12854985464,16002656434,21573872274,21703100747,22162205046,22731612827,24360801338,24524109484,28971588880,33111525183,34186180696,33433659224
GDP (current US$),Netherlands,4.17E+11,4.32E+11,4.74E+11,5.80E+11,6.58E+11,6.85E+11,7.34E+11,8.49E+11,9.52E+11,8.72E+11,8.47E+11,9.05E+11,8.39E+11,8.77E+11,8.92E+11,7.66E+11,7.84E+11,8.34E+11,9.14E+11,9.10E+11,9.10E+11
GDP (current US$),New Caledonia,3420032041,3297734891,3740056748,4915353827,5895008978,6238629487,6979155388,8819917180,9067619760,8704438102,9364350077,10351448005,9659151917,10151382933,10635035595,8738203074,8724568955,9174048682,9896402284,9475655325,9454629468
GDP (current US$),New Zealand,52623281957,53872425917,66627729311,88250885550,1.04E+11,1.15E+11,1.12E+11,1.37E+11,1.33E+11,1.21E+11,1.47E+11,1.68E+11,1.76E+11,1.91E+11,2.01E+11,1.78E+11,1.89E+11,2.07E+11,2.12E+11,2.13E+11,2.13E+11
GDP (current US$),Nicaragua,5107329007,5323146566,5224213018,5322454926,5795568205,6321324279,6763418646,7423365339,8496948363,8298736418,8758619001,9774319977,10531980241,10982995267,11880434071,12756685522,13286101285,13785924374,13025234959,12699028991,12678162404
GDP (current US$),Niger,2241753193,2448714704,2782192879,3394084732,3760443738,4383315965,4756361252,5731485052,7297600226,7352131310,7851192502,8772950778,9426912648,10224897438,10862943544,9683867926,10398861982,11185104252,12837307497,12889555561,13744653103
GDP (current US$),Nigeria,69171451627,73557840064,95054059303,1.05E+11,1.36E+11,1.76E+11,2.38E+11,2.78E+11,3.39E+11,2.95E+11,3.67E+11,4.14E+11,4.64E+11,5.20E+11,5.74E+11,4.93E+11,4.05E+11,3.76E+11,4.22E+11,4.75E+11,4.32E+11
GDP (current US$),North Macedonia,3772859034,3709636031,4018365747,4946296599,5682784472,6258602873,6861226972,8336474974,9909552435,9401736825,9407170321,10494626768,9745261301,10817702346,11362265253,10064519963,10672467073,11307067070,12683068114,12606338449,12363580535
GDP (current US$),Northern Mariana Islands,,,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,729000000,746000000,772000000,832000000,910000000,1230000000,1560000000,1301000000,1181000000,858000000
GDP (current US$),Norway,1.71E+11,1.74E+11,1.96E+11,2.29E+11,2.65E+11,3.10E+11,3.47E+11,4.03E+11,4.65E+11,3.88E+11,4.31E+11,5.01E+11,5.13E+11,5.26E+11,5.02E+11,3.88E+11,3.71E+11,4.02E+11,4.40E+11,4.09E+11,3.68E+11
GDP (current US$),Oman,19507452536,19452000520,20142756047,21633708192,24763712874,31081991678,37215779714,42085379454,60905452536,48388363589,64993498049,77497529259,87408842653,89936020806,92699089727,78710793238,75128738622,80856697009,91505851756,88060858257,75909397659
GDP (current US$),Pakistan,99484802345,97145618480,97923302809,1.12E+11,1.32E+11,1.45E+11,1.62E+11,1.84E+11,2.02E+11,1.87E+11,1.97E+11,2.31E+11,2.50E+11,2.59E+11,2.71E+11,3.00E+11,3.14E+11,3.39E+11,3.56E+11,3.21E+11,3.00E+11
GDP (current US$),Palau,146297500,156907900,163184900,153963200,165186200,190452900,192382400,198897700,198283900,187522800,185943000,196911100,212397800,221117200,241669800,280457700,298300000,285600000,288546281.3,281970375,257885921.9
GDP (current US$),Panama,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440287600,34686224300,40429700000,45599900000,49921400000,54091800000,57907700000,62202700000,67294169200,69721787500,57086836900
GDP (current US$),Papua New Guinea,3521339699,3081024212,2999511040,3536411824,3927157867,4865892972,8354911041,9545028944,11670892801,11619456449,14250786675,17985138066,21295168666,21261338065,23210823987,21723437010,20758876953,22742699138,24109780708,24751066911,23848445104
GDP (current US$),Paraguay,8855705140,8495806432,7196260657,7691367471,9624440836,10737500188,13429430050,17856393235,24615267664,22355151162,27260886405,33756238767,33271921136,38501122141,40377929296,36211447840,36089700223,38997129474,40225448341,37925338329,35432178068
GDP (current US$),Peru,51744749133,52030158775,54777553515,58731030122,66768703498,76060606061,88643193062,1.02E+11,1.21E+11,1.21E+11,1.48E+11,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11,2.11E+11,2.23E+11,2.28E+11,2.02E+11
GDP (current US$),Philippines,83669788255,78921234458,84307345888,87039092974,95001999685,1.07E+11,1.28E+11,1.56E+11,1.82E+11,1.76E+11,2.08E+11,2.34E+11,2.62E+11,2.84E+11,2.97E+11,3.06E+11,3.19E+11,3.28E+11,3.47E+11,3.77E+11,3.62E+11
GDP (current US$),Poland,1.72E+11,1.91E+11,1.99E+11,2.18E+11,2.55E+11,3.06E+11,3.45E+11,4.29E+11,5.34E+11,4.40E+11,4.76E+11,5.24E+11,4.95E+11,5.16E+11,5.39E+11,4.77E+11,4.70E+11,5.25E+11,5.89E+11,5.96E+11,5.99E+11
GDP (current US$),Portugal,1.19E+11,1.22E+11,1.35E+11,1.65E+11,1.89E+11,1.97E+11,2.09E+11,2.40E+11,2.63E+11,2.45E+11,2.38E+11,2.45E+11,2.16E+11,2.26E+11,2.30E+11,1.99E+11,2.06E+11,2.21E+11,2.42E+11,2.40E+11,2.29E+11
GDP (current US$),Puerto Rico,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,1.00E+11,1.02E+11,1.02E+11,1.02E+11,1.03E+11,1.04E+11,1.03E+11,1.01E+11,1.05E+11,1.03E+11
GDP (current US$),Qatar,17759890110,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,1.15E+11,97798351648,1.25E+11,1.68E+11,1.87E+11,1.99E+11,2.06E+11,1.62E+11,1.52E+11,1.61E+11,1.83E+11,1.76E+11,1.44E+11
GDP (current US$),Romania,37253739511,40395116581,46065502703,57806384143,74973656852,98454380120,1.22E+11,1.75E+11,2.14E+11,1.74E+11,1.70E+11,1.93E+11,1.79E+11,1.90E+11,2.00E+11,1.78E+11,1.85E+11,2.10E+11,2.43E+11,2.51E+11,2.51E+11
GDP (current US$),Russian Federation,2.60E+11,3.07E+11,3.45E+11,4.30E+11,5.91E+11,7.64E+11,9.90E+11,1.30E+12,1.66E+12,1.22E+12,1.52E+12,2.05E+12,2.21E+12,2.29E+12,2.06E+12,1.36E+12,1.28E+12,1.57E+12,1.66E+12,1.69E+12,1.49E+12
GDP (current US$),Rwanda,2068955253,1966719933,1966111529,2138354521,2376642786,2933999089,3319974269,4070746222,5180228096,5674899033,6125216482,6885492661,7655465590,7820741499,8239766320,8544621757,8696069807,9252834120,9636254325,10346326599,10172303393
GDP (current US$),Samoa,258856139.8,266299591.5,281790134.2,333426188.4,407747565.1,476801793.2,499923757.8,573548459.8,641346191.7,628006115.4,680260907.2,744097050.2,773141661.2,797736334.3,796683519.6,824150498.7,843924796.7,884844384.5,878448433.4,912950466.1,868898358.3
GDP (current US$),San Marino,1005159388,1077413479,1168269231,1464326161,1723750000,1785847531,1908167106,2185874624,2393437820,2056126702,1881191950,1813717695,1604701051,1678741202,1673910988,1419400404,1468342431,1528621195,1655354304,1616188702,1541247884
GDP (current US$),Sao Tome and Principe,,75951133.38,85171073.88,102085769.1,114582283.9,136450662.4,142775104.1,149146918.9,188021165,200668065,190021192.5,226455001.2,229371348.2,267041747.6,293119143.2,259999643,292267272.2,322002845.2,383717327.8,412976064.5,471229484.6
GDP (current US$),Saudi Arabia,1.90E+11,1.84E+11,1.90E+11,2.16E+11,2.59E+11,3.28E+11,3.77E+11,4.16E+11,5.20E+11,4.29E+11,5.28E+11,6.77E+11,7.42E+11,7.54E+11,7.67E+11,6.69E+11,6.66E+11,7.15E+11,8.47E+11,8.39E+11,7.34E+11
GDP (current US$),Senegal,6013185004,6507824829,7006402320,8768721563,10076816667,11009033438,11697918243,13994218413,16853989628,16145867495,16121315909,17814283639,17660870412,18918667725,19797253440,17774766696,19040312333,20996562944,23116701556,23403995992,24530513038
GDP (current US$),Serbia,6875845987,12960546471,17120906918,22482365322,26141968161,27683225959,32482070360,43170990616,52194221469,45162894381,41819468692,49258136129,43309252921,48394239475,47062202419,39655949731,40692661657,44179075779,50640662859,51514242939,53356484591
GDP (current US$),Seychelles,654212394.3,662064155.9,742134837.5,750847230.1,893012218.2,977899381.8,1081441283,1077308814,979597394.3,851064347.1,981917973.7,1059249932,1089880685,1324915185,1387576450,1391427967,1458954073,1529773473,1588050311,1645090567,1183515314
GDP (current US$),Sierra Leone,635874002.2,1074851475,1236235827,1369685677,1430217081,1627058425,1862116291,2126679544,2451896435,2419014960,2578159804,2932274309,3789251613,4920343317,5015180725,4252029354,3862721266,3719443418,4085114388,4076578699,4062906266
GDP (current US$),Singapore,96076539926,89793790670,92538372870,97646401096,1.15E+11,1.28E+11,1.49E+11,1.81E+11,1.94E+11,1.94E+11,2.40E+11,2.79E+11,2.95E+11,3.08E+11,3.15E+11,3.08E+11,3.19E+11,3.43E+11,3.77E+11,3.77E+11,3.48E+11
GDP (current US$),Sint Maarten (Dutch part),,,,,,,,,,,,936089385.5,985865921.8,1022905028,1361811521,1417888712,1427017202,1353212141,1259200443,1407880466,1236428075
GDP (current US$),Slovak Republic,29242558797,30778781607,35297794386,46919965224,57437444469,62808723477,70767338922,86563986799,1.01E+11,89399303222,91162836320,99922685425,94623731086,98935222175,1.01E+11,88900883131,89952699525,95649966261,1.06E+11,1.06E+11,1.07E+11
GDP (current US$),Slovenia,20289627637,20876309970,23489890274,29634713641,34414784504,36206395971,39481045038,48067401207,55779427740,50567734886,48208240226,51583869785,46577793184,48415657265,49997186439,43107506024,44766722791,48589100043,54177882426,54386654314,53734526854
GDP (current US$),Solomon Islands,419842674.2,409508553,346406738.9,417668983.4,468005318.6,552864570.2,617258154.3,695295347.6,776337691.8,805557562.6,898133684.9,1063895361,1185215418,1285911586,1335571421,1307909888,1379490304,1469789119,1615478393,1619155017,1536145814
GDP (current US$),Somalia,,,,,,,,,,,,,,5836021227,6537360533,6984947145,7390796617,8252394373,8278212314,9420431258,9204140383
GDP (current US$),South Africa,1.52E+11,1.35E+11,1.29E+11,1.97E+11,2.56E+11,2.89E+11,3.04E+11,3.33E+11,3.16E+11,3.30E+11,4.17E+11,4.58E+11,4.34E+11,4.01E+11,3.81E+11,3.47E+11,3.24E+11,3.81E+11,4.05E+11,3.89E+11,3.38E+11
GDP (current US$),South Sudan,,,,,,,,,14586253383,12231264525,14602072411,14907308933,11931472169,18426469017,13962212847,11997800760,,,,,
GDP (current US$),Spain,5.98E+11,6.28E+11,7.09E+11,9.07E+11,1.07E+12,1.15E+12,1.26E+12,1.47E+12,1.63E+12,1.49E+12,1.42E+12,1.48E+12,1.32E+12,1.36E+12,1.37E+12,1.20E+12,1.23E+12,1.31E+12,1.42E+12,1.39E+12,1.28E+12
GDP (current US$),Sri Lanka,16330814180,15749753805,16536535647,18881765437,20662525941,24405791045,28279802406,32350238760,40713826215,42066224093,58636161082,67753284044,70447216891,77000578167,82528535714,85140955389,88012282206,94376237797,94493871201,89014978344,84440516486
